subj,word,assoc_i,sex_port,sex_ger,sex,language,rating
24,10,1,f,m,f,por,-3
24,10,2,f,m,f,por,5
24,10,3,f,m,f,por,3
24,11,1,f,m,f,por,-3
24,11,2,f,m,f,por,1
24,11,3,f,m,f,por,3
24,12,1,m,f,m,por,5
24,12,2,m,f,m,por,-3
24,12,3,m,f,m,por,-5
24,13,1,m,f,m,por,-1
24,13,2,m,f,m,por,-3
24,13,3,m,f,m,por,-5
24,14,1,f,m,f,por,3
24,14,2,f,m,f,por,3
24,14,3,f,m,f,por,1
24,15,1,m,f,m,por,3
24,15,2,m,f,m,por,3
24,15,3,m,f,m,por,0
24,16,1,f,m,f,por,3
24,16,2,f,m,f,por,-1
24,16,3,f,m,f,por,-1
24,17,1,f,m,f,por,1
24,17,2,f,m,f,por,3
24,17,3,f,m,f,por,-5
24,18,1,f,m,f,por,5
24,18,2,f,m,f,por,5
24,18,3,f,m,f,por,3
24,19,1,f,m,f,por,3
24,19,2,f,m,f,por,-5
24,19,3,f,m,f,por,-1
24,20,1,f,m,f,por,1
24,20,2,f,m,f,por,5
24,20,3,f,m,f,por,0
24,21,1,m,f,m,por,-1
24,21,2,m,f,m,por,-3
24,21,3,m,f,m,por,-3
24,22,1,f,m,f,por,3
24,22,2,f,m,f,por,-5
24,22,3,f,m,f,por,0
24,23,1,m,f,m,por,-5
24,23,2,m,f,m,por,3
24,23,3,m,f,m,por,-5
24,24,1,f,m,f,por,3
24,24,2,f,m,f,por,3
24,24,3,f,m,f,por,1
25,1,1,f,m,f,por,-1
25,1,2,f,m,f,por,-3
25,1,3,f,m,f,por,0
25,2,1,m,f,m,por,-5
25,2,2,m,f,m,por,-3
25,2,3,m,f,m,por,-1
25,3,1,m,f,m,por,-1
25,3,2,m,f,m,por,-5
25,3,3,m,f,m,por,-1
25,4,1,m,f,m,por,3
25,4,2,m,f,m,por,3
25,4,3,m,f,m,por,-5
25,5,1,f,m,f,por,-5
25,5,2,f,m,f,por,0
25,5,3,f,m,f,por,3
25,6,1,m,f,m,por,3
25,6,2,m,f,m,por,-3
25,6,3,m,f,m,por,-1
25,7,1,f,m,f,por,-5
25,7,2,f,m,f,por,-5
25,7,3,f,m,f,por,3
25,8,1,f,m,f,por,1
25,8,2,f,m,f,por,-1
25,8,3,f,m,f,por,5
25,9,1,m,f,m,por,3
25,9,2,m,f,m,por,-3
25,9,3,m,f,m,por,1
25,10,1,f,m,f,por,3
25,10,2,f,m,f,por,3
25,10,3,f,m,f,por,3
25,11,1,f,m,f,por,1
25,11,2,f,m,f,por,1
25,11,3,f,m,f,por,1
25,12,1,m,f,m,por,-5
25,12,2,m,f,m,por,1
25,12,3,m,f,m,por,-5
25,13,1,m,f,m,por,-1
25,13,2,m,f,m,por,-5
25,13,3,m,f,m,por,-1
25,14,1,f,m,f,por,3
25,14,2,f,m,f,por,-1
25,14,3,f,m,f,por,3
25,15,1,m,f,m,por,3
25,15,2,m,f,m,por,-1
25,15,3,m,f,m,por,-3
25,16,1,f,m,f,por,-3
25,16,2,f,m,f,por,-5
25,16,3,f,m,f,por,3
25,17,1,f,m,f,por,-5
25,17,2,f,m,f,por,-3
25,17,3,f,m,f,por,-1
25,18,1,f,m,f,por,5
25,18,2,f,m,f,por,3
25,18,3,f,m,f,por,3
25,19,1,f,m,f,por,-5
25,19,2,f,m,f,por,3
25,19,3,f,m,f,por,-1
25,20,1,f,m,f,por,3
25,20,2,f,m,f,por,0
25,20,3,f,m,f,por,5
25,21,1,m,f,m,por,-3
25,21,2,m,f,m,por,-3
25,21,3,m,f,m,por,-5
25,22,1,f,m,f,por,-3
25,22,2,f,m,f,por,1
25,22,3,f,m,f,por,-1
25,23,1,m,f,m,por,5
25,23,2,m,f,m,por,3
25,23,3,m,f,m,por,-1
25,24,1,f,m,f,por,0
25,24,2,f,m,f,por,-1
25,24,3,f,m,f,por,5
26,1,1,f,m,f,por,-3
26,1,2,f,m,f,por,5
26,1,3,f,m,f,por,-1
26,2,1,m,f,m,por,1
26,2,2,m,f,m,por,-5
26,2,3,m,f,m,por,-3
26,3,1,m,f,m,por,1
26,3,2,m,f,m,por,3
26,3,3,m,f,m,por,1
26,4,1,m,f,m,por,-1
26,4,2,m,f,m,por,0
26,4,3,m,f,m,por,-5
26,5,1,f,m,f,por,1
26,5,2,f,m,f,por,3
26,5,3,f,m,f,por,0
26,6,1,m,f,m,por,-3
26,6,2,m,f,m,por,-3
26,6,3,m,f,m,por,-5
26,7,1,f,m,f,por,-3
26,7,2,f,m,f,por,1
26,7,3,f,m,f,por,-1
26,8,1,f,m,f,por,5
26,8,2,f,m,f,por,5
26,8,3,f,m,f,por,0
26,9,1,m,f,m,por,3
26,9,2,m,f,m,por,-5
26,9,3,m,f,m,por,5
26,10,1,f,m,f,por,-1
26,10,2,f,m,f,por,1
26,10,3,f,m,f,por,1
26,11,1,f,m,f,por,-1
26,11,2,f,m,f,por,3
26,11,3,f,m,f,por,1
26,12,1,m,f,m,por,1
26,12,2,m,f,m,por,-3
26,12,3,m,f,m,por,-5
26,13,1,m,f,m,por,-1
26,13,2,m,f,m,por,-1
26,13,3,m,f,m,por,1
26,14,1,f,m,f,por,1
26,14,2,f,m,f,por,-1
26,14,3,f,m,f,por,-5
26,15,1,m,f,m,por,1
26,15,2,m,f,m,por,-3
26,15,3,m,f,m,por,-1
26,16,1,f,m,f,por,-3
26,16,2,f,m,f,por,5
26,16,3,f,m,f,por,-1
26,17,1,f,m,f,por,1
26,17,2,f,m,f,por,-5
26,17,3,f,m,f,por,3
26,18,1,f,m,f,por,0
26,18,2,f,m,f,por,3
26,18,3,f,m,f,por,5
26,19,1,f,m,f,por,3
26,19,2,f,m,f,por,3
26,19,3,f,m,f,por,3
26,20,1,f,m,f,por,-1
26,20,2,f,m,f,por,-3
26,20,3,f,m,f,por,3
26,21,1,m,f,m,por,-5
26,21,2,m,f,m,por,-5
26,21,3,m,f,m,por,-5
26,22,1,f,m,f,por,0
26,22,2,f,m,f,por,-5
26,22,3,f,m,f,por,3
26,23,1,m,f,m,por,1
26,23,2,m,f,m,por,3
26,23,3,m,f,m,por,1
26,24,1,f,m,f,por,1
26,24,2,f,m,f,por,-1
26,24,3,f,m,f,por,3
27,1,1,f,m,f,por,0
27,1,2,f,m,f,por,5
27,1,3,f,m,f,por,-1
27,2,1,m,f,m,por,-1
27,2,2,m,f,m,por,-5
27,2,3,m,f,m,por,-3
27,3,1,m,f,m,por,-1
27,3,2,m,f,m,por,-3
27,3,3,m,f,m,por,-5
27,4,1,m,f,m,por,3
27,4,2,m,f,m,por,1
27,4,3,m,f,m,por,3
27,5,1,f,m,f,por,5
27,5,2,f,m,f,por,-5
27,5,3,f,m,f,por,5
27,6,1,m,f,m,por,-3
27,6,2,m,f,m,por,-3
27,6,3,m,f,m,por,1
27,7,1,f,m,f,por,-5
27,7,2,f,m,f,por,-5
27,7,3,f,m,f,por,1
27,8,1,f,m,f,por,-3
27,8,2,f,m,f,por,3
27,8,3,f,m,f,por,3
27,9,1,m,f,m,por,1
27,9,2,m,f,m,por,-1
27,9,3,m,f,m,por,-1
27,10,1,f,m,f,por,3
27,10,2,f,m,f,por,5
27,10,3,f,m,f,por,1
27,11,1,f,m,f,por,3
27,11,2,f,m,f,por,3
27,11,3,f,m,f,por,-3
27,12,1,m,f,m,por,1
27,12,2,m,f,m,por,-3
27,12,3,m,f,m,por,-3
27,13,1,m,f,m,por,-1
27,13,2,m,f,m,por,-5
27,13,3,m,f,m,por,-5
27,14,1,f,m,f,por,3
27,14,2,f,m,f,por,-3
27,14,3,f,m,f,por,-1
27,15,1,m,f,m,por,-1
27,15,2,m,f,m,por,3
27,15,3,m,f,m,por,-1
27,16,1,f,m,f,por,-3
27,16,2,f,m,f,por,-5
27,16,3,f,m,f,por,5
27,17,1,f,m,f,por,-5
27,17,2,f,m,f,por,3
27,17,3,f,m,f,por,-5
27,18,1,f,m,f,por,3
27,18,2,f,m,f,por,5
27,18,3,f,m,f,por,5
27,19,1,f,m,f,por,5
27,19,2,f,m,f,por,-5
27,19,3,f,m,f,por,1
27,20,1,f,m,f,por,0
27,20,2,f,m,f,por,-5
27,20,3,f,m,f,por,5
27,21,1,m,f,m,por,-5
27,21,2,m,f,m,por,-1
27,21,3,m,f,m,por,-5
27,22,1,f,m,f,por,3
27,22,2,f,m,f,por,3
27,22,3,f,m,f,por,3
27,23,1,m,f,m,por,3
27,23,2,m,f,m,por,3
27,23,3,m,f,m,por,5
27,24,1,f,m,f,por,-5
27,24,2,f,m,f,por,5
27,24,3,f,m,f,por,3
28,1,1,f,m,f,por,0
28,1,2,f,m,f,por,5
28,1,3,f,m,f,por,-3
28,2,1,m,f,m,por,3
28,2,2,m,f,m,por,1
28,2,3,m,f,m,por,-3
28,3,1,m,f,m,por,0
28,3,2,m,f,m,por,1
28,3,3,m,f,m,por,-1
28,4,1,m,f,m,por,5
28,4,2,m,f,m,por,-3
28,4,3,m,f,m,por,-1
28,5,1,f,m,f,por,5
28,5,2,f,m,f,por,1
28,5,3,f,m,f,por,5
28,6,1,m,f,m,por,-1
28,6,2,m,f,m,por,-1
28,6,3,m,f,m,por,-3
28,7,1,f,m,f,por,-5
28,7,2,f,m,f,por,-1
28,7,3,f,m,f,por,5
28,8,1,f,m,f,por,-1
28,8,2,f,m,f,por,1
28,8,3,f,m,f,por,0
28,9,1,m,f,m,por,1
28,9,2,m,f,m,por,3
28,9,3,m,f,m,por,5
28,10,1,f,m,f,por,3
28,10,2,f,m,f,por,5
28,10,3,f,m,f,por,1
28,11,1,f,m,f,por,-1
28,11,2,f,m,f,por,3
28,11,3,f,m,f,por,1
28,12,1,m,f,m,por,1
28,12,2,m,f,m,por,-1
28,12,3,m,f,m,por,-3
28,13,1,m,f,m,por,-1
28,13,2,m,f,m,por,-1
28,13,3,m,f,m,por,0
28,14,1,f,m,f,por,-3
28,14,2,f,m,f,por,-1
28,14,3,f,m,f,por,1
28,15,1,m,f,m,por,-3
28,15,2,m,f,m,por,-1
28,15,3,m,f,m,por,-1
28,16,1,f,m,f,por,-3
28,16,2,f,m,f,por,-3
28,16,3,f,m,f,por,1
28,17,1,f,m,f,por,-5
28,17,2,f,m,f,por,5
28,17,3,f,m,f,por,-1
28,18,1,f,m,f,por,3
28,18,2,f,m,f,por,3
28,18,3,f,m,f,por,5
28,19,1,f,m,f,por,-5
28,19,2,f,m,f,por,-5
28,19,3,f,m,f,por,-3
28,20,1,f,m,f,por,-3
28,20,2,f,m,f,por,-5
28,20,3,f,m,f,por,5
28,21,1,m,f,m,por,-5
28,21,2,m,f,m,por,-5
28,21,3,m,f,m,por,-3
28,22,1,f,m,f,por,-1
28,22,2,f,m,f,por,-3
28,22,3,f,m,f,por,-5
28,23,1,m,f,m,por,1
28,23,2,m,f,m,por,3
28,23,3,m,f,m,por,-5
28,24,1,f,m,f,por,-3
28,24,2,f,m,f,por,-3
28,24,3,f,m,f,por,-3
29,1,1,f,m,f,por,-1
29,1,2,f,m,f,por,-3
29,1,3,f,m,f,por,0
29,2,1,m,f,m,por,-5
29,2,2,m,f,m,por,1
29,2,3,m,f,m,por,-1
29,3,1,m,f,m,por,-3
29,3,2,m,f,m,por,-1
29,3,3,m,f,m,por,-5
29,4,1,m,f,m,por,-1
29,4,2,m,f,m,por,0
29,4,3,m,f,m,por,-3
29,5,1,f,m,f,por,1
29,5,2,f,m,f,por,5
29,5,3,f,m,f,por,5
29,6,1,m,f,m,por,-5
29,6,2,m,f,m,por,-5
29,6,3,m,f,m,por,0
29,7,1,f,m,f,por,-3
29,7,2,f,m,f,por,-5
29,7,3,f,m,f,por,-5
29,8,1,f,m,f,por,3
29,8,2,f,m,f,por,1
29,8,3,f,m,f,por,1
29,9,1,m,f,m,por,1
29,9,2,m,f,m,por,0
29,9,3,m,f,m,por,1
29,10,1,f,m,f,por,3
29,10,2,f,m,f,por,5
29,10,3,f,m,f,por,-1
29,11,1,f,m,f,por,-5
29,11,2,f,m,f,por,3
29,11,3,f,m,f,por,-3
29,12,1,m,f,m,por,1
29,12,2,m,f,m,por,3
29,12,3,m,f,m,por,-3
29,13,1,m,f,m,por,-5
29,13,2,m,f,m,por,-3
29,13,3,m,f,m,por,-1
29,14,1,f,m,f,por,1
29,14,2,f,m,f,por,-1
29,14,3,f,m,f,por,1
29,15,1,m,f,m,por,-3
29,15,2,m,f,m,por,-5
29,15,3,m,f,m,por,-1
29,16,1,f,m,f,por,-3
29,16,2,f,m,f,por,3
29,16,3,f,m,f,por,3
29,17,1,f,m,f,por,-5
29,17,2,f,m,f,por,-1
29,17,3,f,m,f,por,1
29,18,1,f,m,f,por,1
29,18,2,f,m,f,por,5
29,18,3,f,m,f,por,-5
29,19,1,f,m,f,por,-5
29,19,2,f,m,f,por,3
29,19,3,f,m,f,por,5
29,20,1,f,m,f,por,-1
29,20,2,f,m,f,por,-5
29,20,3,f,m,f,por,-5
29,21,1,m,f,m,por,-5
29,21,2,m,f,m,por,-1
29,21,3,m,f,m,por,-3
29,22,1,f,m,f,por,-1
29,22,2,f,m,f,por,-1
29,22,3,f,m,f,por,3
29,23,1,m,f,m,por,1
29,23,2,m,f,m,por,-5
29,23,3,m,f,m,por,5
29,24,1,f,m,f,por,3
29,24,2,f,m,f,por,1
29,24,3,f,m,f,por,3
30,1,1,f,m,f,por,0
30,1,2,f,m,f,por,5
30,1,3,f,m,f,por,0
30,2,1,m,f,m,por,1
30,2,2,m,f,m,por,-1
30,2,3,m,f,m,por,-1
30,3,1,m,f,m,por,0
30,3,2,m,f,m,por,1
30,3,3,m,f,m,por,-5
30,4,1,m,f,m,por,5
30,4,2,m,f,m,por,1
30,4,3,m,f,m,por,-5
30,5,1,f,m,f,por,5
30,5,2,f,m,f,por,-3
30,5,3,f,m,f,por,3
30,6,1,m,f,m,por,-5
30,6,2,m,f,m,por,-3
30,6,3,m,f,m,por,-1
30,7,1,f,m,f,por,-5
30,7,2,f,m,f,por,1
30,7,3,f,m,f,por,-1
30,8,1,f,m,f,por,5
30,8,2,f,m,f,por,-1
30,8,3,f,m,f,por,3
30,9,1,m,f,m,por,3
30,9,2,m,f,m,por,1
30,9,3,m,f,m,por,-5
30,10,1,f,m,f,por,3
30,10,2,f,m,f,por,-1
30,10,3,f,m,f,por,5
30,11,1,f,m,f,por,-1
30,11,2,f,m,f,por,-3
30,11,3,f,m,f,por,1
30,12,1,m,f,m,por,3
30,12,2,m,f,m,por,-1
30,12,3,m,f,m,por,-3
30,13,1,m,f,m,por,-1
30,13,2,m,f,m,por,-3
30,13,3,m,f,m,por,-5
30,14,1,f,m,f,por,3
30,14,2,f,m,f,por,-5
30,14,3,f,m,f,por,5
30,15,1,m,f,m,por,-3
30,15,2,m,f,m,por,-1
30,15,3,m,f,m,por,-3
30,16,1,f,m,f,por,-5
30,16,2,f,m,f,por,5
30,16,3,f,m,f,por,1
30,17,1,f,m,f,por,-5
30,17,2,f,m,f,por,-5
30,17,3,f,m,f,por,3
30,18,1,f,m,f,por,-3
30,18,2,f,m,f,por,3
30,18,3,f,m,f,por,5
30,19,1,f,m,f,por,-5
30,19,2,f,m,f,por,5
30,19,3,f,m,f,por,-1
30,20,1,f,m,f,por,-5
30,20,2,f,m,f,por,5
30,20,3,f,m,f,por,-1
30,21,1,m,f,m,por,-1
30,21,2,m,f,m,por,-5
30,21,3,m,f,m,por,-3
30,22,1,f,m,f,por,-5
30,22,2,f,m,f,por,5
30,22,3,f,m,f,por,-3
30,23,1,m,f,m,por,-1
30,23,2,m,f,m,por,3
30,23,3,m,f,m,por,1
30,24,1,f,m,f,por,3
30,24,2,f,m,f,por,1
30,24,3,f,m,f,por,3
31,1,1,f,m,f,por,0
31,1,2,f,m,f,por,5
31,1,3,f,m,f,por,-1
31,2,1,m,f,m,por,1
31,2,2,m,f,m,por,-5
31,2,3,m,f,m,por,-5
31,3,1,m,f,m,por,-5
31,3,2,m,f,m,por,-5
31,3,3,m,f,m,por,-3
31,4,1,m,f,m,por,5
31,4,2,m,f,m,por,5
31,4,3,m,f,m,por,-5
31,5,1,f,m,f,por,1
31,5,2,f,m,f,por,5
31,5,3,f,m,f,por,-5
31,6,1,m,f,m,por,-5
31,6,2,m,f,m,por,-1
31,6,3,m,f,m,por,-5
31,7,1,f,m,f,por,-5
31,7,2,f,m,f,por,-5
31,7,3,f,m,f,por,1
31,8,1,f,m,f,por,-1
31,8,2,f,m,f,por,-3
31,8,3,f,m,f,por,1
31,9,1,m,f,m,por,1
31,9,2,m,f,m,por,3
31,9,3,m,f,m,por,1
31,10,1,f,m,f,por,3
31,10,2,f,m,f,por,-5
31,10,3,f,m,f,por,1
31,11,1,f,m,f,por,-5
31,11,2,f,m,f,por,3
31,11,3,f,m,f,por,3
31,12,1,m,f,m,por,-3
31,12,2,m,f,m,por,3
31,12,3,m,f,m,por,-3
31,13,1,m,f,m,por,-1
31,13,2,m,f,m,por,0
31,13,3,m,f,m,por,-1
31,14,1,f,m,f,por,5
31,14,2,f,m,f,por,3
31,14,3,f,m,f,por,3
31,15,1,m,f,m,por,3
31,15,2,m,f,m,por,-5
31,15,3,m,f,m,por,-5
31,16,1,f,m,f,por,-1
31,16,2,f,m,f,por,1
31,16,3,f,m,f,por,-5
31,17,1,f,m,f,por,-5
31,17,2,f,m,f,por,-5
31,17,3,f,m,f,por,0
31,18,1,f,m,f,por,5
31,18,2,f,m,f,por,5
31,18,3,f,m,f,por,3
31,19,1,f,m,f,por,-5
31,19,2,f,m,f,por,3
31,19,3,f,m,f,por,-3
31,20,1,f,m,f,por,-1
31,20,2,f,m,f,por,5
31,20,3,f,m,f,por,-1
31,21,1,m,f,m,por,-5
31,21,2,m,f,m,por,-5
31,21,3,m,f,m,por,-3
31,22,1,f,m,f,por,5
31,22,2,f,m,f,por,-1
31,22,3,f,m,f,por,3
31,23,1,m,f,m,por,-5
31,23,2,m,f,m,por,5
31,23,3,m,f,m,por,-5
31,24,1,f,m,f,por,-5
31,24,2,f,m,f,por,-1
31,24,3,f,m,f,por,-3
32,1,1,f,m,f,por,0
32,1,2,f,m,f,por,3
32,1,3,f,m,f,por,5
32,2,1,m,f,m,por,-5
32,2,2,m,f,m,por,-1
32,2,3,m,f,m,por,-5
32,3,1,m,f,m,por,0
32,3,2,m,f,m,por,-5
32,3,3,m,f,m,por,3
32,4,1,m,f,m,por,1
32,4,2,m,f,m,por,-5
32,4,3,m,f,m,por,-3
32,5,1,f,m,f,por,-3
32,5,2,f,m,f,por,-1
32,5,3,f,m,f,por,1
32,6,1,m,f,m,por,-1
32,6,2,m,f,m,por,-3
32,6,3,m,f,m,por,3
32,7,1,f,m,f,por,-5
32,7,2,f,m,f,por,1
32,7,3,f,m,f,por,3
32,8,1,f,m,f,por,-3
32,8,2,f,m,f,por,1
32,8,3,f,m,f,por,5
32,9,1,m,f,m,por,-3
32,9,2,m,f,m,por,-5
32,9,3,m,f,m,por,3
32,10,1,f,m,f,por,1
32,10,2,f,m,f,por,-1
32,10,3,f,m,f,por,3
32,11,1,f,m,f,por,1
32,11,2,f,m,f,por,3
32,11,3,f,m,f,por,1
32,12,1,m,f,m,por,1
32,12,2,m,f,m,por,-5
32,12,3,m,f,m,por,-3
32,13,1,m,f,m,por,-1
32,13,2,m,f,m,por,-5
32,13,3,m,f,m,por,-3
32,14,1,f,m,f,por,-5
32,14,2,f,m,f,por,5
32,14,3,f,m,f,por,5
32,15,1,m,f,m,por,-5
32,15,2,m,f,m,por,1
32,15,3,m,f,m,por,-5
32,16,1,f,m,f,por,-1
32,16,2,f,m,f,por,1
32,16,3,f,m,f,por,5
32,17,1,f,m,f,por,3
32,17,2,f,m,f,por,-5
32,17,3,f,m,f,por,-5
32,18,1,f,m,f,por,-5
32,18,2,f,m,f,por,-5
32,18,3,f,m,f,por,5
32,19,1,f,m,f,por,-5
32,19,2,f,m,f,por,5
32,19,3,f,m,f,por,1
32,20,1,f,m,f,por,-5
32,20,2,f,m,f,por,0
32,20,3,f,m,f,por,1
32,21,1,m,f,m,por,-5
32,21,2,m,f,m,por,1
32,21,3,m,f,m,por,-3
32,22,1,f,m,f,por,3
32,22,2,f,m,f,por,0
32,22,3,f,m,f,por,-5
32,23,1,m,f,m,por,3
32,23,2,m,f,m,por,5
32,23,3,m,f,m,por,1
32,24,1,f,m,f,por,-3
32,24,2,f,m,f,por,1
32,24,3,f,m,f,por,3
33,1,1,f,m,f,por,0
33,1,2,f,m,f,por,-5
33,1,3,f,m,f,por,1
33,2,1,m,f,m,por,1
33,2,2,m,f,m,por,-5
33,2,3,m,f,m,por,-1
33,3,1,m,f,m,por,-5
33,3,2,m,f,m,por,-3
33,3,3,m,f,m,por,-3
33,4,1,m,f,m,por,5
33,4,2,m,f,m,por,5
33,4,3,m,f,m,por,-1
33,5,1,f,m,f,por,5
33,5,2,f,m,f,por,5
33,5,3,f,m,f,por,1
33,6,1,m,f,m,por,-3
33,6,2,m,f,m,por,0
33,6,3,m,f,m,por,-3
33,7,1,f,m,f,por,-5
33,7,2,f,m,f,por,-5
33,7,3,f,m,f,por,-5
33,8,1,f,m,f,por,-3
33,8,2,f,m,f,por,-1
33,8,3,f,m,f,por,-1
33,9,1,m,f,m,por,-3
33,9,2,m,f,m,por,1
33,9,3,m,f,m,por,3
33,10,1,f,m,f,por,-5
33,10,2,f,m,f,por,-3
33,10,3,f,m,f,por,-1
33,11,1,f,m,f,por,-5
33,11,2,f,m,f,por,3
33,11,3,f,m,f,por,1
33,12,1,m,f,m,por,1
33,12,2,m,f,m,por,-1
33,12,3,m,f,m,por,-1
33,13,1,m,f,m,por,-1
33,13,2,m,f,m,por,-1
33,13,3,m,f,m,por,-3
33,14,1,f,m,f,por,3
33,14,2,f,m,f,por,5
33,14,3,f,m,f,por,3
33,15,1,m,f,m,por,-5
33,15,2,m,f,m,por,-3
33,15,3,m,f,m,por,-5
33,16,1,f,m,f,por,-3
33,16,2,f,m,f,por,-1
33,16,3,f,m,f,por,1
33,17,1,f,m,f,por,3
33,17,2,f,m,f,por,-5
33,17,3,f,m,f,por,3
33,18,1,f,m,f,por,5
33,18,2,f,m,f,por,5
33,18,3,f,m,f,por,3
33,19,1,f,m,f,por,3
33,19,2,f,m,f,por,3
33,19,3,f,m,f,por,5
33,20,1,f,m,f,por,-1
33,20,2,f,m,f,por,5
33,20,3,f,m,f,por,3
33,21,1,m,f,m,por,-5
33,21,2,m,f,m,por,-1
33,21,3,m,f,m,por,-5
33,22,1,f,m,f,por,3
33,22,2,f,m,f,por,3
33,22,3,f,m,f,por,3
33,23,1,m,f,m,por,-5
33,23,2,m,f,m,por,5
33,23,3,m,f,m,por,-1
33,24,1,f,m,f,por,3
33,24,2,f,m,f,por,3
33,24,3,f,m,f,por,-1
34,1,1,f,m,f,por,-3
34,1,2,f,m,f,por,-1
34,1,3,f,m,f,por,-3
34,2,1,m,f,m,por,1
34,2,2,m,f,m,por,-5
34,2,3,m,f,m,por,1
34,3,1,m,f,m,por,-1
34,3,2,m,f,m,por,0
34,3,3,m,f,m,por,1
34,4,1,m,f,m,por,-5
34,4,2,m,f,m,por,-1
34,4,3,m,f,m,por,-3
34,5,1,f,m,f,por,5
34,5,2,f,m,f,por,3
34,5,3,f,m,f,por,-3
34,6,1,m,f,m,por,-1
34,6,2,m,f,m,por,-5
34,6,3,m,f,m,por,-3
34,7,1,f,m,f,por,-1
34,7,2,f,m,f,por,5
34,7,3,f,m,f,por,3
34,8,1,f,m,f,por,3
34,8,2,f,m,f,por,3
34,8,3,f,m,f,por,1
34,9,1,m,f,m,por,1
34,9,2,m,f,m,por,3
34,9,3,m,f,m,por,5
34,10,1,f,m,f,por,3
34,10,2,f,m,f,por,3
34,10,3,f,m,f,por,-3
34,11,1,f,m,f,por,3
34,11,2,f,m,f,por,1
34,11,3,f,m,f,por,3
34,12,1,m,f,m,por,-1
34,12,2,m,f,m,por,-3
34,12,3,m,f,m,por,1
34,13,1,m,f,m,por,-5
34,13,2,m,f,m,por,-3
34,13,3,m,f,m,por,-1
34,14,1,f,m,f,por,-1
34,14,2,f,m,f,por,0
34,14,3,f,m,f,por,5
34,15,1,m,f,m,por,-5
34,15,2,m,f,m,por,-1
34,15,3,m,f,m,por,-3
34,16,1,f,m,f,por,-3
34,16,2,f,m,f,por,3
34,16,3,f,m,f,por,5
34,17,1,f,m,f,por,3
34,17,2,f,m,f,por,-3
34,17,3,f,m,f,por,-5
34,18,1,f,m,f,por,3
34,18,2,f,m,f,por,3
34,18,3,f,m,f,por,-5
34,19,1,f,m,f,por,1
34,19,2,f,m,f,por,5
34,19,3,f,m,f,por,0
34,20,1,f,m,f,por,-5
34,20,2,f,m,f,por,0
34,20,3,f,m,f,por,-1
34,21,1,m,f,m,por,-5
34,21,2,m,f,m,por,-5
34,21,3,m,f,m,por,-3
34,22,1,f,m,f,por,-3
34,22,2,f,m,f,por,-3
34,22,3,f,m,f,por,-3
34,23,1,m,f,m,por,3
34,23,2,m,f,m,por,-5
34,23,3,m,f,m,por,3
34,24,1,f,m,f,por,5
34,24,2,f,m,f,por,-1
34,24,3,f,m,f,por,3
35,1,1,f,m,f,por,-5
35,1,2,f,m,f,por,0
35,1,3,f,m,f,por,-1
35,2,1,m,f,m,por,-3
35,2,2,m,f,m,por,-1
35,2,3,m,f,m,por,-3
35,3,1,m,f,m,por,3
35,3,2,m,f,m,por,-5
35,3,3,m,f,m,por,-1
35,4,1,m,f,m,por,0
35,4,2,m,f,m,por,5
35,4,3,m,f,m,por,-3
35,5,1,f,m,f,por,3
35,5,2,f,m,f,por,3
35,5,3,f,m,f,por,5
35,6,1,m,f,m,por,-3
35,6,2,m,f,m,por,-3
35,6,3,m,f,m,por,-5
35,7,1,f,m,f,por,0
35,7,2,f,m,f,por,-1
35,7,3,f,m,f,por,-3
35,8,1,f,m,f,por,5
35,8,2,f,m,f,por,1
35,8,3,f,m,f,por,0
35,9,1,m,f,m,por,3
35,9,2,m,f,m,por,3
35,9,3,m,f,m,por,-3
35,10,1,f,m,f,por,-1
35,10,2,f,m,f,por,1
35,10,3,f,m,f,por,-1
35,11,1,f,m,f,por,1
35,11,2,f,m,f,por,3
35,11,3,f,m,f,por,1
35,12,1,m,f,m,por,-5
35,12,2,m,f,m,por,3
35,12,3,m,f,m,por,-1
35,13,1,m,f,m,por,-1
35,13,2,m,f,m,por,-3
35,13,3,m,f,m,por,-5
35,14,1,f,m,f,por,0
35,14,2,f,m,f,por,-5
35,14,3,f,m,f,por,5
35,15,1,m,f,m,por,-5
35,15,2,m,f,m,por,-5
35,15,3,m,f,m,por,-3
35,16,1,f,m,f,por,5
35,16,2,f,m,f,por,-3
35,16,3,f,m,f,por,-1
35,17,1,f,m,f,por,3
35,17,2,f,m,f,por,0
35,17,3,f,m,f,por,-1
35,18,1,f,m,f,por,5
35,18,2,f,m,f,por,5
35,18,3,f,m,f,por,3
35,19,1,f,m,f,por,-1
35,19,2,f,m,f,por,-5
35,19,3,f,m,f,por,-3
35,20,1,f,m,f,por,-5
35,20,2,f,m,f,por,5
35,20,3,f,m,f,por,-1
35,21,1,m,f,m,por,-5
35,21,2,m,f,m,por,-3
35,21,3,m,f,m,por,-1
35,22,1,f,m,f,por,3
35,22,2,f,m,f,por,3
35,22,3,f,m,f,por,3
35,23,1,m,f,m,por,3
35,23,2,m,f,m,por,-1
35,23,3,m,f,m,por,-1
35,24,1,f,m,f,por,1
35,24,2,f,m,f,por,3
35,24,3,f,m,f,por,3
36,1,1,f,m,f,por,5
36,1,2,f,m,f,por,-5
36,1,3,f,m,f,por,-3
36,2,1,m,f,m,por,-3
36,2,2,m,f,m,por,-5
36,2,3,m,f,m,por,-1
36,3,1,m,f,m,por,0
36,3,2,m,f,m,por,3
36,3,3,m,f,m,por,1
